request_id,category,status,priority,latitude,longitude,neighbourhood,ward,service_district,created_date,days_open
SR-000939,Illegal Dumping,Open,Medium,43.729539,-79.191994,High Park North,Ward 19,South District,2026-01-03,34
SR-000940,Damaged Bin,Open,High,43.782493,-79.162078,Downtown Yonge East,Ward 23,West District,2026-01-03,28
SR-000941,Illegal Dumping,Closed,Low,43.595191,-79.568085,Annex,Ward 9,West District,2026-01-26,0
SR-000942,Overflowing Litter Bin,Open,Low,43.730178,-79.242535,Danforth East York,Ward 6,East District,2026-02-15,30
SR-000943,Public Realm Cleanliness,Closed,Low,43.655606,-79.509963,Flemingdon Park,Ward 23,East District,2026-04-17,0
SR-000944,Missed Collection,Closed,High,43.771004,-79.594064,Kensington Chinatown,Ward 18,West District,2025-11-15,0
SR-000945,Missed Collection,Closed,Medium,43.674958,-79.387328,Annex,Ward 19,South District,2026-03-01,0
SR-000946,Overflowing Litter Bin,Closed,High,43.71888,-79.284837,Agincourt South,Ward 5,South District,2026-03-10,0
SR-000947,Damaged Bin,Closed,High,43.671615,-79.338165,Annex,Ward 7,West District,2025-12-15,0
SR-000948,Overflowing Litter Bin,Closed,Low,43.724636,-79.368097,Scarborough Village,Ward 3,South District,2025-12-05,0
SR-000949,Overflowing Litter Bin,Closed,Medium,43.737311,-79.500653,Waterfront Communities,Ward 14,East District,2025-11-20,0
SR-000950,Public Realm Cleanliness,Closed,Medium,43.609469,-79.565135,York University Heights,Ward 12,South District,2025-12-12,0
SR-000951,Overflowing Litter Bin,Closed,High,43.641654,-79.389909,Kensington Chinatown,Ward 10,South District,2025-12-22,0
SR-000952,Damaged Bin,Closed,High,43.783302,-79.297405,North York Centre,Ward 16,East District,2026-04-02,0
SR-000953,Missed Collection,Open,High,43.771479,-79.458551,Scarborough Village,Ward 15,East District,2026-02-22,43
SR-000954,Missed Collection,Closed,Medium,43.68307,-79.438906,Agincourt South,Ward 11,West District,2026-01-28,0
SR-000955,Damaged Bin,Closed,Medium,43.634131,-79.59184,Agincourt South,Ward 16,South District,2025-11-02,0
SR-000956,Missed Collection,Open,High,43.725911,-79.16496,High Park North,Ward 17,North District,2026-01-12,4
SR-000957,Illegal Dumping,Closed,High,43.628371,-79.598525,York University Heights,Ward 11,South District,2026-01-16,0
SR-000958,Damaged Bin,Closed,Urgent,43.769292,-79.50381,High Park North,Ward 2,East District,2025-12-23,0
SR-000959,Overflowing Litter Bin,Closed,High,43.780818,-79.296189,York University Heights,Ward 2,East District,2026-01-02,0
SR-000960,Overflowing Litter Bin,Closed,Medium,43.807505,-79.431893,North York Centre,Ward 7,West District,2025-11-20,0
SR-000961,Illegal Dumping,Closed,Medium,43.742253,-79.406167,Etobicoke Centre,Ward 18,West District,2026-04-21,0
SR-000962,Missed Collection,Closed,High,43.735035,-79.413185,Danforth East York,Ward 25,West District,2025-11-10,0
SR-000963,Public Realm Cleanliness,Open,Medium,43.633385,-79.386367,Danforth East York,Ward 18,North District,2026-03-17,35
SR-000964,Overflowing Litter Bin,Closed,High,43.711574,-79.247122,Annex,Ward 12,East District,2026-01-11,0
SR-000965,Public Realm Cleanliness,Open,Medium,43.75917,-79.314656,Waterfront Communities,Ward 2,West District,2025-12-13,7
SR-000966,Damaged Bin,Closed,Urgent,43.616079,-79.288517,Waterfront Communities,Ward 6,East District,2026-02-08,0
SR-000967,Overflowing Litter Bin,Open,Medium,43.70507,-79.208714,Waterfront Communities,Ward 9,West District,2026-01-20,42
SR-000968,Overflowing Litter Bin,Closed,High,43.80157,-79.594628,Downtown Yonge East,Ward 3,West District,2025-12-18,0
SR-000969,Damaged Bin,Closed,Low,43.778748,-79.602659,Waterfront Communities,Ward 24,North District,2026-04-02,0
SR-000970,Public Realm Cleanliness,Closed,Urgent,43.674449,-79.370542,Kensington Chinatown,Ward 20,East District,2026-02-03,0
SR-000971,Public Realm Cleanliness,Closed,Low,43.624063,-79.276696,High Park North,Ward 9,South District,2026-03-06,0
SR-000972,Illegal Dumping,Open,Urgent,43.591922,-79.542444,Scarborough Village,Ward 10,South District,2026-04-03,15
SR-000973,Public Realm Cleanliness,Closed,High,43.723583,-79.291382,Agincourt South,Ward 10,North District,2026-01-19,0
SR-000974,Damaged Bin,Open,Urgent,43.800828,-79.295472,Danforth East York,Ward 25,West District,2026-01-01,15
SR-000975,Missed Collection,Closed,Urgent,43.744509,-79.438603,Kensington Chinatown,Ward 15,East District,2025-12-25,0
SR-000976,Missed Collection,Closed,High,43.590295,-79.564727,Danforth East York,Ward 5,West District,2026-04-02,0
SR-000977,Overflowing Litter Bin,Closed,Medium,43.712948,-79.30944,Agincourt South,Ward 19,North District,2026-04-05,0
SR-000978,Damaged Bin,Open,Urgent,43.686013,-79.283888,North York Centre,Ward 24,North District,2026-04-11,32
SR-000979,Damaged Bin,In Progress,High,43.710028,-79.585879,Flemingdon Park,Ward 11,North District,2026-04-17,21
SR-000980,Public Realm Cleanliness,Closed,Urgent,43.634164,-79.233601,Waterfront Communities,Ward 9,North District,2025-12-04,0
SR-000981,Public Realm Cleanliness,Closed,Urgent,43.75673,-79.208409,Danforth East York,Ward 21,North District,2026-02-03,0
SR-000982,Damaged Bin,Closed,Low,43.617038,-79.164498,Downtown Yonge East,Ward 14,West District,2026-01-20,0
SR-000983,Missed Collection,Open,Medium,43.638164,-79.614581,North York Centre,Ward 24,West District,2026-03-15,13
SR-000984,Missed Collection,Closed,Low,43.819407,-79.490706,Scarborough Village,Ward 16,North District,2025-11-17,0
SR-000985,Damaged Bin,Closed,Medium,43.743644,-79.538726,Flemingdon Park,Ward 18,South District,2026-01-14,0
SR-000986,Illegal Dumping,Open,Low,43.723453,-79.204144,Scarborough Village,Ward 10,East District,2025-12-14,21
SR-000987,Illegal Dumping,Closed,Medium,43.663642,-79.311683,Annex,Ward 10,North District,2025-11-20,0
SR-000988,Illegal Dumping,Closed,High,43.633218,-79.332594,Agincourt South,Ward 15,North District,2026-02-01,0
SR-000989,Overflowing Litter Bin,Closed,Medium,43.667384,-79.522844,North York Centre,Ward 23,South District,2026-04-24,0
SR-000990,Damaged Bin,In Progress,Medium,43.662032,-79.537733,Annex,Ward 16,West District,2026-04-25,20
SR-000991,Overflowing Litter Bin,Closed,Medium,43.797441,-79.437294,Flemingdon Park,Ward 4,South District,2026-02-01,0
SR-000992,Missed Collection,Open,Urgent,43.646414,-79.413732,Etobicoke Centre,Ward 6,West District,2026-01-27,41
SR-000993,Overflowing Litter Bin,Closed,High,43.663723,-79.277567,York University Heights,Ward 1,North District,2026-02-15,0
SR-000994,Damaged Bin,In Progress,High,43.813381,-79.418505,Danforth East York,Ward 20,South District,2026-02-20,36
SR-000995,Overflowing Litter Bin,Closed,Low,43.788038,-79.359703,Etobicoke Centre,Ward 5,West District,2026-03-02,0
SR-000996,Overflowing Litter Bin,In Progress,High,43.626164,-79.302314,Etobicoke Centre,Ward 4,North District,2025-12-14,38
SR-000997,Damaged Bin,Closed,High,43.70809,-79.320721,Etobicoke Centre,Ward 25,East District,2025-11-20,0
SR-000998,Damaged Bin,Closed,Medium,43.794628,-79.4174,Annex,Ward 1,North District,2026-03-02,0
SR-000999,Public Realm Cleanliness,Open,Medium,43.797271,-79.274692,Annex,Ward 6,South District,2026-04-26,21
SR-001000,Missed Collection,Open,Medium,43.702379,-79.342518,North York Centre,Ward 15,South District,2025-11-07,31
SR-001001,Illegal Dumping,In Progress,Low,43.664884,-79.167545,Kensington Chinatown,Ward 18,South District,2026-01-20,25
SR-001002,Damaged Bin,Closed,High,43.743491,-79.59983,High Park North,Ward 17,East District,2025-12-12,0
SR-001003,Public Realm Cleanliness,Open,Medium,43.665123,-79.333275,Annex,Ward 21,East District,2026-03-21,28
SR-001004,Damaged Bin,Closed,Urgent,43.602957,-79.609013,Flemingdon Park,Ward 9,West District,2025-12-05,0
SR-001005,Illegal Dumping,Closed,Medium,43.693506,-79.466963,Waterfront Communities,Ward 12,South District,2025-11-06,0
SR-001006,Damaged Bin,In Progress,Medium,43.690809,-79.499161,Etobicoke Centre,Ward 18,North District,2026-01-19,24
SR-001007,Missed Collection,Open,Medium,43.627885,-79.302994,Agincourt South,Ward 12,North District,2026-04-25,38
SR-001008,Illegal Dumping,In Progress,Low,43.708351,-79.527929,Danforth East York,Ward 9,West District,2025-11-22,18
SR-001009,Illegal Dumping,Open,Urgent,43.663506,-79.347768,Scarborough Village,Ward 2,East District,2026-02-15,41
SR-001010,Public Realm Cleanliness,Open,Low,43.606613,-79.552172,Flemingdon Park,Ward 16,South District,2025-12-22,12
SR-001011,Public Realm Cleanliness,Closed,Low,43.606846,-79.246334,Waterfront Communities,Ward 12,West District,2025-11-21,0
SR-001012,Overflowing Litter Bin,Closed,Medium,43.763054,-79.273476,Annex,Ward 3,South District,2026-03-27,0
SR-001013,Damaged Bin,Open,Low,43.754755,-79.312083,Danforth East York,Ward 4,East District,2026-03-08,42
SR-001014,Missed Collection,Closed,High,43.699708,-79.324552,York University Heights,Ward 11,North District,2025-11-27,0
SR-001015,Illegal Dumping,Closed,Low,43.598823,-79.334126,York University Heights,Ward 13,South District,2025-11-07,0
SR-001016,Missed Collection,Closed,Low,43.768912,-79.389835,Kensington Chinatown,Ward 25,North District,2026-02-17,0
SR-001017,Overflowing Litter Bin,Open,Urgent,43.672228,-79.492384,Waterfront Communities,Ward 9,North District,2025-11-01,33
SR-001018,Overflowing Litter Bin,Closed,Low,43.737844,-79.301311,High Park North,Ward 9,East District,2026-03-27,0
SR-001019,Damaged Bin,In Progress,Low,43.790323,-79.462526,Etobicoke Centre,Ward 15,West District,2026-03-28,6
SR-001020,Missed Collection,Open,Medium,43.767048,-79.361776,Danforth East York,Ward 19,West District,2026-03-14,1
SR-001021,Illegal Dumping,Open,Urgent,43.793052,-79.377206,Downtown Yonge East,Ward 24,North District,2026-02-07,44
SR-001022,Overflowing Litter Bin,Closed,Medium,43.709055,-79.354177,High Park North,Ward 2,South District,2025-10-28,0
SR-001023,Overflowing Litter Bin,In Progress,High,43.762343,-79.176242,Annex,Ward 19,East District,2026-01-11,15
SR-001024,Illegal Dumping,Open,Medium,43.60692,-79.59542,Annex,Ward 10,East District,2025-10-30,29
SR-001025,Missed Collection,In Progress,Urgent,43.805637,-79.376257,Danforth East York,Ward 19,East District,2026-01-27,42
SR-001026,Damaged Bin,Closed,Medium,43.731428,-79.398085,Waterfront Communities,Ward 19,South District,2026-03-18,0
SR-001027,Public Realm Cleanliness,Closed,Medium,43.611541,-79.266679,Flemingdon Park,Ward 14,East District,2025-11-12,0
SR-001028,Illegal Dumping,Closed,Medium,43.761862,-79.476616,Danforth East York,Ward 23,East District,2026-04-03,0
SR-001029,Overflowing Litter Bin,Closed,High,43.660435,-79.234593,Kensington Chinatown,Ward 15,East District,2026-04-18,0
SR-001030,Public Realm Cleanliness,Open,Medium,43.606642,-79.214692,Agincourt South,Ward 5,South District,2025-11-27,21
SR-001031,Public Realm Cleanliness,In Progress,Urgent,43.649032,-79.347227,York University Heights,Ward 19,West District,2026-02-03,45
SR-001032,Illegal Dumping,Open,Low,43.805279,-79.308064,Annex,Ward 14,South District,2026-01-31,22
SR-001033,Missed Collection,Closed,Medium,43.685319,-79.302814,Danforth East York,Ward 10,North District,2025-12-28,0
SR-001034,Overflowing Litter Bin,Closed,Low,43.669115,-79.492461,Agincourt South,Ward 20,South District,2025-11-26,0
SR-001035,Damaged Bin,Closed,Urgent,43.819237,-79.274636,Agincourt South,Ward 8,East District,2026-01-21,0
SR-001036,Illegal Dumping,Closed,Urgent,43.738286,-79.456567,York University Heights,Ward 13,East District,2026-04-16,0
SR-001037,Public Realm Cleanliness,Open,Low,43.601307,-79.605714,Scarborough Village,Ward 14,East District,2025-11-30,26
SR-001038,Missed Collection,Closed,Medium,43.717462,-79.269465,North York Centre,Ward 6,East District,2025-11-25,0
SR-001039,Public Realm Cleanliness,Closed,Medium,43.713597,-79.233239,Etobicoke Centre,Ward 25,North District,2026-03-24,0
SR-001040,Illegal Dumping,Closed,Low,43.597688,-79.451294,Downtown Yonge East,Ward 10,North District,2026-01-28,0
SR-001041,Damaged Bin,Closed,Medium,43.644526,-79.414254,Agincourt South,Ward 1,North District,2026-03-06,0
SR-001042,Illegal Dumping,Open,High,43.606647,-79.181099,Downtown Yonge East,Ward 6,North District,2026-03-05,28
SR-001043,Overflowing Litter Bin,Open,Medium,43.641349,-79.195738,York University Heights,Ward 18,East District,2026-04-25,31
SR-001044,Illegal Dumping,Open,Low,43.687955,-79.166659,Agincourt South,Ward 18,South District,2025-10-30,14
SR-001045,Damaged Bin,Closed,Urgent,43.717433,-79.191817,Flemingdon Park,Ward 8,West District,2026-01-17,0
SR-001046,Illegal Dumping,Open,Medium,43.59123,-79.27581,Scarborough Village,Ward 25,East District,2026-02-13,44
SR-001047,Damaged Bin,Closed,Urgent,43.797702,-79.555729,North York Centre,Ward 3,East District,2025-12-22,0
SR-001048,Public Realm Cleanliness,Closed,Low,43.612109,-79.424697,Kensington Chinatown,Ward 20,North District,2026-02-25,0
SR-001049,Illegal Dumping,In Progress,High,43.804746,-79.370502,North York Centre,Ward 1,South District,2026-04-07,42
SR-001050,Overflowing Litter Bin,Open,Urgent,43.711315,-79.555082,Kensington Chinatown,Ward 2,North District,2026-02-08,28
SR-001051,Illegal Dumping,Open,Urgent,43.590182,-79.247336,York University Heights,Ward 6,South District,2026-03-19,19
SR-001052,Damaged Bin,In Progress,Urgent,43.610142,-79.328429,Waterfront Communities,Ward 9,South District,2026-03-12,11
SR-001053,Public Realm Cleanliness,Closed,Low,43.800362,-79.52402,Agincourt South,Ward 3,East District,2025-11-02,0
SR-001054,Missed Collection,Closed,Urgent,43.743013,-79.583799,Waterfront Communities,Ward 6,East District,2026-03-25,0
SR-001055,Public Realm Cleanliness,Closed,Urgent,43.728864,-79.544591,York University Heights,Ward 15,West District,2025-12-23,0
SR-001056,Damaged Bin,Closed,Urgent,43.759269,-79.481434,Waterfront Communities,Ward 10,South District,2026-02-19,0
SR-001057,Missed Collection,Closed,Urgent,43.69658,-79.344262,North York Centre,Ward 12,South District,2026-01-31,0
SR-001058,Illegal Dumping,Closed,Low,43.629393,-79.278847,Annex,Ward 14,South District,2025-11-05,0
SR-001059,Overflowing Litter Bin,Open,Low,43.659607,-79.315309,Danforth East York,Ward 23,East District,2026-03-07,33
SR-001060,Damaged Bin,Closed,Urgent,43.626405,-79.303466,Waterfront Communities,Ward 15,East District,2026-04-16,0
SR-001061,Damaged Bin,Open,Urgent,43.619483,-79.424336,Danforth East York,Ward 2,East District,2026-02-21,28
SR-001062,Illegal Dumping,In Progress,Low,43.646857,-79.275747,North York Centre,Ward 9,North District,2026-02-10,23
SR-001063,Missed Collection,Closed,Urgent,43.650268,-79.21441,Danforth East York,Ward 10,West District,2025-11-25,0
SR-001064,Illegal Dumping,Open,Low,43.795119,-79.529637,North York Centre,Ward 24,South District,2026-02-22,12
SR-001065,Public Realm Cleanliness,Open,Low,43.731185,-79.57965,Annex,Ward 24,North District,2025-11-15,32
SR-001066,Illegal Dumping,Closed,High,43.680054,-79.291872,Agincourt South,Ward 23,North District,2025-12-13,0
SR-001067,Damaged Bin,Closed,Low,43.741667,-79.332638,Downtown Yonge East,Ward 11,East District,2026-04-17,0
SR-001068,Public Realm Cleanliness,Open,Low,43.654984,-79.446109,Scarborough Village,Ward 17,West District,2026-01-30,41
SR-001069,Illegal Dumping,Closed,Urgent,43.613678,-79.28925,Scarborough Village,Ward 1,North District,2026-02-20,0
SR-001070,Missed Collection,Closed,Urgent,43.705894,-79.293968,Downtown Yonge East,Ward 7,East District,2026-02-08,0
SR-001071,Public Realm Cleanliness,Closed,Medium,43.647257,-79.470758,Flemingdon Park,Ward 2,East District,2025-12-01,0
SR-001072,Overflowing Litter Bin,Closed,Urgent,43.66687,-79.608158,High Park North,Ward 24,North District,2026-02-15,0
SR-001073,Missed Collection,Closed,Urgent,43.668441,-79.25048,Annex,Ward 22,East District,2026-02-16,0
SR-001074,Damaged Bin,Open,Medium,43.796379,-79.38162,Waterfront Communities,Ward 14,North District,2026-02-15,18
SR-001075,Public Realm Cleanliness,Closed,High,43.694765,-79.605821,Downtown Yonge East,Ward 8,North District,2026-04-22,0
SR-001076,Illegal Dumping,Closed,Medium,43.792217,-79.614015,Downtown Yonge East,Ward 20,East District,2025-11-22,0
SR-001077,Public Realm Cleanliness,Closed,Urgent,43.807293,-79.394961,York University Heights,Ward 20,East District,2025-12-09,0
SR-001078,Damaged Bin,Closed,Low,43.668645,-79.19486,Danforth East York,Ward 11,East District,2026-01-28,0
SR-001079,Overflowing Litter Bin,Closed,Urgent,43.59561,-79.352545,Flemingdon Park,Ward 16,North District,2025-12-11,0
SR-001080,Overflowing Litter Bin,Closed,Urgent,43.716254,-79.519113,High Park North,Ward 13,West District,2025-11-08,0
SR-001081,Missed Collection,Closed,Urgent,43.688644,-79.319959,North York Centre,Ward 12,West District,2026-03-04,0
SR-001082,Public Realm Cleanliness,Closed,High,43.75724,-79.61967,High Park North,Ward 10,East District,2026-01-01,0
SR-001083,Damaged Bin,Closed,Low,43.805476,-79.544318,Annex,Ward 20,North District,2025-11-18,0
SR-001084,Public Realm Cleanliness,In Progress,Urgent,43.643723,-79.498802,Scarborough Village,Ward 25,West District,2026-02-13,36
SR-001085,Damaged Bin,Closed,Medium,43.598699,-79.563396,Scarborough Village,Ward 18,North District,2026-01-20,0
SR-001086,Missed Collection,Closed,Low,43.81686,-79.475,Scarborough Village,Ward 7,North District,2026-03-29,0
SR-001087,Illegal Dumping,Closed,Medium,43.616519,-79.570784,Annex,Ward 25,South District,2025-12-07,0
SR-001088,Illegal Dumping,Closed,Medium,43.755476,-79.226898,Scarborough Village,Ward 20,East District,2026-02-04,0
SR-001089,Missed Collection,In Progress,High,43.649099,-79.610382,North York Centre,Ward 18,South District,2026-02-28,26
SR-001090,Damaged Bin,Closed,High,43.641311,-79.594003,Agincourt South,Ward 6,North District,2026-01-14,0
SR-001091,Missed Collection,In Progress,High,43.613781,-79.421506,Agincourt South,Ward 21,North District,2025-11-03,7
SR-001092,Public Realm Cleanliness,Closed,Urgent,43.642881,-79.382665,Scarborough Village,Ward 14,North District,2025-11-15,0
SR-001093,Public Realm Cleanliness,Open,Medium,43.648304,-79.187353,Annex,Ward 20,West District,2025-11-24,37
SR-001094,Damaged Bin,Closed,Low,43.798367,-79.359269,Danforth East York,Ward 20,North District,2026-03-15,0
SR-001095,Damaged Bin,Closed,Low,43.671518,-79.444672,Danforth East York,Ward 1,South District,2025-12-06,0
SR-001096,Overflowing Litter Bin,Closed,Medium,43.684726,-79.285314,Agincourt South,Ward 12,North District,2026-03-13,0
SR-001097,Overflowing Litter Bin,Closed,High,43.693877,-79.225904,Annex,Ward 10,West District,2026-04-19,0
SR-001098,Public Realm Cleanliness,Open,Urgent,43.807142,-79.465465,Agincourt South,Ward 8,South District,2026-02-24,12
SR-001099,Public Realm Cleanliness,Closed,Low,43.71896,-79.576274,Etobicoke Centre,Ward 11,North District,2026-02-23,0
SR-001100,Missed Collection,Closed,Low,43.636108,-79.429806,Flemingdon Park,Ward 2,South District,2025-12-14,0
SR-001101,Damaged Bin,Closed,Low,43.637427,-79.216782,Scarborough Village,Ward 9,West District,2025-11-22,0
SR-001102,Public Realm Cleanliness,Closed,Low,43.626406,-79.410396,Agincourt South,Ward 16,West District,2026-02-11,0
SR-001103,Missed Collection,Closed,High,43.729311,-79.301743,Scarborough Village,Ward 23,South District,2026-01-07,0
SR-001104,Missed Collection,Open,Medium,43.678106,-79.220214,High Park North,Ward 25,West District,2026-03-14,24
SR-001105,Illegal Dumping,Closed,Medium,43.720713,-79.417826,Kensington Chinatown,Ward 16,North District,2026-02-18,0
SR-001106,Illegal Dumping,Open,Low,43.605465,-79.406243,Agincourt South,Ward 23,South District,2026-02-23,17
SR-001107,Illegal Dumping,In Progress,Urgent,43.778769,-79.337311,Danforth East York,Ward 15,East District,2025-12-02,18
SR-001108,Missed Collection,Closed,Medium,43.781397,-79.392755,Annex,Ward 17,East District,2026-04-20,0
SR-001109,Illegal Dumping,Open,High,43.617246,-79.613726,Flemingdon Park,Ward 10,East District,2026-03-17,37
SR-001110,Illegal Dumping,Closed,Urgent,43.65974,-79.298924,Flemingdon Park,Ward 15,East District,2026-03-18,0
SR-001111,Overflowing Litter Bin,Closed,Medium,43.77176,-79.483954,Etobicoke Centre,Ward 10,South District,2026-02-20,0
SR-001112,Overflowing Litter Bin,Closed,Low,43.704,-79.426285,Kensington Chinatown,Ward 19,East District,2026-03-20,0
SR-001113,Missed Collection,Closed,High,43.68442,-79.51358,Danforth East York,Ward 24,South District,2025-12-25,0
SR-001114,Overflowing Litter Bin,Closed,High,43.621365,-79.529523,York University Heights,Ward 5,East District,2025-12-14,0
SR-001115,Damaged Bin,In Progress,Urgent,43.602726,-79.52886,York University Heights,Ward 6,South District,2026-03-13,31
SR-001116,Missed Collection,Closed,Low,43.592116,-79.331461,Danforth East York,Ward 8,East District,2026-03-05,0
SR-001117,Overflowing Litter Bin,Open,High,43.662766,-79.172353,Etobicoke Centre,Ward 25,West District,2025-11-11,13
SR-001118,Damaged Bin,In Progress,Urgent,43.634555,-79.460919,Etobicoke Centre,Ward 21,West District,2025-12-13,15
SR-001119,Overflowing Litter Bin,Closed,High,43.672303,-79.616112,York University Heights,Ward 2,South District,2025-11-17,0
SR-001120,Illegal Dumping,Open,Low,43.783018,-79.605283,High Park North,Ward 18,West District,2026-04-12,29
SR-001121,Public Realm Cleanliness,Closed,Medium,43.806241,-79.209646,Kensington Chinatown,Ward 9,North District,2025-11-01,0
SR-001122,Overflowing Litter Bin,Closed,Medium,43.71317,-79.369946,Flemingdon Park,Ward 23,South District,2026-03-12,0
SR-001123,Public Realm Cleanliness,Open,High,43.740369,-79.441957,North York Centre,Ward 9,West District,2026-03-09,5
SR-001124,Public Realm Cleanliness,Open,High,43.738861,-79.599407,Waterfront Communities,Ward 7,North District,2026-02-23,38
SR-001125,Damaged Bin,Closed,Urgent,43.602431,-79.409674,Downtown Yonge East,Ward 18,West District,2026-02-04,0
SR-001126,Missed Collection,Closed,Medium,43.716413,-79.211604,Agincourt South,Ward 4,South District,2026-04-05,0
SR-001127,Overflowing Litter Bin,Closed,Low,43.614072,-79.241582,North York Centre,Ward 19,North District,2025-11-24,0
SR-001128,Illegal Dumping,Closed,Low,43.638311,-79.438722,Etobicoke Centre,Ward 14,West District,2026-01-03,0
SR-001129,Overflowing Litter Bin,Closed,Urgent,43.662819,-79.435929,Waterfront Communities,Ward 9,South District,2025-11-24,0
SR-001130,Damaged Bin,In Progress,Medium,43.624614,-79.388358,Danforth East York,Ward 17,South District,2025-12-16,19
SR-001131,Illegal Dumping,Closed,High,43.774378,-79.416894,North York Centre,Ward 8,East District,2026-02-15,0
SR-001132,Public Realm Cleanliness,Closed,High,43.702841,-79.229567,York University Heights,Ward 15,West District,2026-03-11,0
SR-001133,Missed Collection,Closed,High,43.752393,-79.394391,North York Centre,Ward 16,South District,2026-03-16,0
SR-001134,Missed Collection,Open,Urgent,43.64927,-79.212934,York University Heights,Ward 10,West District,2026-01-03,22
SR-001135,Public Realm Cleanliness,Closed,Medium,43.722715,-79.518272,Kensington Chinatown,Ward 25,West District,2026-02-26,0
SR-001136,Illegal Dumping,Open,High,43.651898,-79.250559,Danforth East York,Ward 25,South District,2026-03-31,44
SR-001137,Public Realm Cleanliness,In Progress,Medium,43.600153,-79.163638,Etobicoke Centre,Ward 22,North District,2026-02-03,11
SR-001138,Damaged Bin,Open,Medium,43.619981,-79.253808,Annex,Ward 20,North District,2026-02-02,34
SR-001139,Public Realm Cleanliness,Closed,Urgent,43.680798,-79.393581,Flemingdon Park,Ward 9,North District,2026-02-18,0
SR-001140,Illegal Dumping,Closed,High,43.79255,-79.430061,Annex,Ward 10,East District,2026-01-26,0
SR-001141,Illegal Dumping,Closed,Urgent,43.713624,-79.597322,High Park North,Ward 14,South District,2026-01-10,0
SR-001142,Damaged Bin,Open,Low,43.59054,-79.507392,Scarborough Village,Ward 12,North District,2025-12-31,18
SR-001143,Overflowing Litter Bin,Open,Medium,43.746534,-79.564218,York University Heights,Ward 23,East District,2026-02-10,24
SR-001144,Illegal Dumping,Open,Urgent,43.616165,-79.430958,Scarborough Village,Ward 11,North District,2026-03-02,40
SR-001145,Damaged Bin,Closed,High,43.739003,-79.292447,Downtown Yonge East,Ward 3,North District,2026-03-16,0
SR-001146,Damaged Bin,In Progress,Urgent,43.631044,-79.583389,Waterfront Communities,Ward 25,South District,2025-11-01,32
SR-001147,Illegal Dumping,Open,Urgent,43.806291,-79.500093,Waterfront Communities,Ward 4,West District,2025-11-14,22
SR-001148,Public Realm Cleanliness,In Progress,High,43.78627,-79.222794,Agincourt South,Ward 10,West District,2025-12-27,9
SR-001149,Missed Collection,Closed,High,43.76768,-79.542337,Flemingdon Park,Ward 14,North District,2026-03-19,0
SR-001150,Illegal Dumping,Closed,Medium,43.779014,-79.266145,North York Centre,Ward 3,South District,2026-02-23,0
SR-001151,Public Realm Cleanliness,In Progress,High,43.727246,-79.464887,North York Centre,Ward 17,East District,2025-11-01,2
SR-001152,Missed Collection,Open,High,43.650377,-79.563931,Danforth East York,Ward 25,South District,2026-03-03,12
SR-001153,Damaged Bin,In Progress,Medium,43.707244,-79.35078,Agincourt South,Ward 12,East District,2026-03-07,44
SR-001154,Illegal Dumping,Closed,High,43.672648,-79.401335,Etobicoke Centre,Ward 24,West District,2026-03-22,0
SR-001155,Damaged Bin,Open,Urgent,43.673608,-79.325137,Scarborough Village,Ward 16,West District,2025-12-12,4
SR-001156,Illegal Dumping,Closed,Low,43.79729,-79.544597,Etobicoke Centre,Ward 14,West District,2025-12-18,0
SR-001157,Public Realm Cleanliness,In Progress,Urgent,43.677724,-79.5552,High Park North,Ward 19,East District,2025-11-15,5
SR-001158,Missed Collection,Closed,Low,43.733737,-79.28472,North York Centre,Ward 25,West District,2025-12-11,0
SR-001159,Public Realm Cleanliness,Open,Low,43.80434,-79.491719,Etobicoke Centre,Ward 15,North District,2026-04-08,44
SR-001160,Illegal Dumping,Closed,Urgent,43.808549,-79.590899,Agincourt South,Ward 24,North District,2025-11-11,0
SR-001161,Missed Collection,In Progress,Medium,43.728693,-79.593719,York University Heights,Ward 19,East District,2025-12-31,34
SR-001162,Damaged Bin,Closed,Low,43.795568,-79.376288,Scarborough Village,Ward 19,East District,2026-04-25,0
SR-001163,Damaged Bin,Closed,Low,43.74395,-79.237476,Waterfront Communities,Ward 8,East District,2026-01-07,0
SR-001164,Illegal Dumping,Open,Medium,43.624571,-79.602248,Etobicoke Centre,Ward 22,East District,2025-12-11,30
SR-001165,Overflowing Litter Bin,Closed,High,43.792143,-79.475131,Flemingdon Park,Ward 19,North District,2026-03-09,0
SR-001166,Overflowing Litter Bin,Open,High,43.619665,-79.404508,Annex,Ward 4,West District,2025-12-11,39
SR-001167,Overflowing Litter Bin,Open,High,43.72761,-79.605754,Downtown Yonge East,Ward 11,East District,2026-02-27,43
SR-001168,Overflowing Litter Bin,Open,High,43.653226,-79.604912,Annex,Ward 14,East District,2026-02-26,14
SR-001169,Missed Collection,In Progress,Medium,43.686677,-79.208254,Agincourt South,Ward 4,South District,2026-04-20,29
SR-001170,Overflowing Litter Bin,Closed,Urgent,43.81601,-79.326958,Waterfront Communities,Ward 15,South District,2026-01-14,0
SR-001171,Overflowing Litter Bin,Open,Urgent,43.627177,-79.203309,Etobicoke Centre,Ward 4,West District,2026-03-13,33
SR-001172,Public Realm Cleanliness,Closed,Low,43.708737,-79.549275,Annex,Ward 25,North District,2026-03-27,0
SR-001173,Public Realm Cleanliness,Closed,High,43.801997,-79.271564,Flemingdon Park,Ward 11,South District,2026-03-09,0
